#sslii，yrycu，chs，hig1，mwos2五行，有兩個字擠在一行
#蒼頡六代內碼表，實際共71320行
日 a
&~bbmgt; bbmgt
&~bbmhx; bbmhx
&~bbmig; bbmig
骭 bbmj
&~bbmjj; bbmjj
&~bbmjs; bbmjs
&~bbmkj; bbmkj
骾 bbmlk
删 bbmln
&~bbmm; bbmm
&~bbmms; bbmms
䯈 bbmmu
&~bbmmz; bbmmz
&~bbmm1; bbmm1
&~bbmm2; bbmm2
&~bbmn; bbmn
䯊 bbmnr
胴 bbmr
&~bbmr1; bbmr1
&~bbmso; bbmso
&~bbms1; bbms1
&~bbmt; bbmt
&~bbmto; bbmto
&~bbmvh; bbmvh
&~bbmvi; bbmvi
&~bbmvm; bbmvm
旤 bbmvu
&~bbmwf; bbmwf
&~bbmxm; bbmxm
&~bbmye; bbmye
&~bbmzb; bbmzb
&~bbmzi; bbmzi
&~bbmzl; bbmzl
䏣 bbm1
冝 bbm2
&~bbn; bbn
脬 bbnd
䯕 bbneg
&~bbnhe; bbnhe
舜 bbniq
&~bbnj; bbnj
骪 bbnk
&~bbnlb; bbnlb
&~bbnlm; bbnlm
&~bbnmk; bbnmk
&~bbnmu; bbnmu
㽰 bbno
&~bboav; bboav
髉 bbobg
䯐 bbobo
骱 bboll
&~bbom; bbom
&~bbomi; bbomi
&~bbomr; bbomr
&~bbon; bbon
䯍 bboni
&~bbonr; bbonr
&~bboo; bboo
&~bbor; bbor
&~bbosk; bbosk
䯍 bbosl
&~bbou; bbou
䯤 bbowa
&~bbph; bbph
愛 bbphe
&~bbpp; bbpp
&~bbppa; bbppa
䯗 bbppg
骲 bbpru
骲 bbpsu
&~bbpvl; bbpvl
&~bbq; bbq
䴄 bbqhz
&~bbqmv; bbqmv
&~bbqnd; bbqnd
咼 bbr
&~bbrb; bbrb
&~bbrc; bbrc
剮 bbrln
&~bbrms; bbrms
䫚 bbrmz
歄 bbrno
&~bbrse; bbrse
&~bbruc; bbruc
&~bbrvc; bbrvc
&~bbryo; bbryo
㬹 bbsd
&~bbsk; bbsk
䯌 bbskn
&~bbsmr; bbsmr
&~bbsrl; bbsrl
&~bbsrr; bbsrr
髎 bbssh
&~bbsu; bbsu
&~bbt; bbt
&~bbtcv; bbtcv
髊 bbtgm
䯟 bbtho
&~bbtit; bbtit
&~bbtlj; bbtlj
髒 bbtmt
&~bbtoe; bbtoe
&~bbtov; bbtov
髊 bbtqm
&~bbtrg; bbtrg
骿 bbtt
䯦 bbtwi
體 bbtwt
䯡 bbtxc
亂 bbu
&~bbue; bbue
臞 bbug
&~bbui; bbui
&~bbuk; bbuk
&~bbumt; bbumt
&~bbuog; bbuog
覓 bbuu
䏹 bbuu1
&~bbuu2; bbuu2
鼏 bbux
&~bbux1; bbux1
&~bbux2; bbux2
䯆 bbu1
脮 bbv
䯚 bbvib
膎 bbvk
&~bbvvc; bbvvc
&~bbvvd; bbvvd
&~bbvvu; bbvvu
&~bbv1; bbv1
髁 bbwd
&~bbwi; bbwi
髃 bbwib
&~bbwim; bbwim
&~bbwl; bbwl
髑 bbwli
&~bbwlo; bbwlo
&~bbwml; bbwml
䯠 bbwot
&~bbwtj; bbwtj
&~bbxhu; bbxhu
&~bbxoc; bbxoc
骴 bbxp
&~bbxuo; bbxuo
&~bby; bby
&~bbyao; bbyao
&~bbybr; bbybr
髈 bbybs
骹 bbyck
&~bbye; bbye
&~bbyg; bbyg
&~bbyhh; bbyhh
&~bbyhj; bbyhj
骯 bbyhn
&~bbyhr; bbyhr
&~bbyhs; bbyhs
&~bbyib; bbyib
&~bbyiu; bbyiu
&~bbyj; bbyj
髓 bbykb
&~bbykh; bbykh
髄 bbyk1
辭 bbyl
&~bbyl1; bbyl1
&~bbyoj; bbyoj
髗 bbypt
髇 bbyrb
&~bbysy; bbysy
&~bbyta; bbyta
&~bbytg; bbytg
&~bbytp; bbytp
&~bbyvi; bbyvi
骸 bbyvo
冎 bb1
肎 bb2
&~bb3; bb3
&~bc; bc
&~bcaa; bcaa
&~bcab; bcab
賵 bcabu
&~bcamh; bcamh
賜 bcaph
&~bcau; bcau
&~bcb; bcb
鼆 bcbaa
&~bcbbm; bcbbm
贔 bcbcc
賝 bcbcd
䴍 bcbcz
&~bcbd; bcbd
賙 bcbgr
䞈 bcbhf
賱 bcbjj
賙 bcbqr
&~bcbsd; bcbsd
&~bcbt; bcbt
賏 bcbuc
覭 bcbuu
鑍 bcc
&~bccis; bccis
&~bccln; bccln
賹 bccmt
贁 bccok
贈 bccwa
罙 bcd
財 bcdh
貱 bcdhe
&~bcdi; bcdi
&~bcdlk; bcdlk
&~bcdlo; bcdlo
&~bcdmq; bcdmq
&~bcdoo; bcdoo
&~bceqa; bceqa
&~bcfb; bcfb
贘 bcfbc
䞆 bcfb1
䞉 bcfb2
&~bcfd; bcfd
&~bcfdq; bcfdq
賧 bcff
&~bcfff; bcfff
&~bcfmu; bcfmu
&~bcgb; bcgb
䝰 bcgdi
&~bcgi; bcgi
&~bcgte; bcgte
贖 bcgwc
&~bchas; bchas
賉 bchbt
&~bchdf; bchdf
販 bche
賂 bcher
賆 bchh
賺 bchhc
&~bchhv; bchhv
貶 bchio
&~bchi1; bchi1
&~bchjd; bchjd
&~bchje; bchje
&~bchjr; bchjr
&~bchjx; bchjx
&~bchkn; bchkn
&~bchku; bchku
&~bchlc; bchlc
&~bchml; bchml
&~bchoi; bchoi
&~bchqi; bchqi
貹 bchqm
㲘 bchqu
&~bchss; bchss
&~bchuc; bchuc
貾 bchui
貾 bchum
&~bchup; bchup
&~bchwi; bchwi
鸎 bchz
&~bchz1; bchz1
戝 bci
賻 bcibi
賐 bcice
賍 bcig
賘 bcigi
&~bcih; bcih
&~bcihc; bcihc
&~bcihi; bcihi
賤 bcii
贂 bciih
賊 bcij
䝵 bcijb
賕 bcije
賊 bcik
䞈 bcikf
贆 bcikk
贓 bcims
䐋 bcip
&~bcipc; bcipc
&~bcipm; bcipm
&~bcip1; bcip1
賎 bciq
貽 bcir
䐥 bcis
&~bcise; bcise
&~bciss; bciss
&~bcitc; bcitc
&~bcite; bcite
&~bcit1; bcit1
&~bciu; bciu
&~bciwg; bciwg
&~bci1; bci1
肸 bcj
&~bcjbc; bcjbc
&~bcjcn; bcjcn
&~bcjd; bcjd
&~bcjdi; bcjdi
賳 bcjir
&~bcjiv; bcjiv
&~bcjjm; bcjjm
&~bcjkf; bcjkf
&~bcjmd; bcjmd
賩 bcjmf
貯 bcjmn
䝹 bcjnu
&~bcjpu; bcjpu
&~bcjr; bcjr
&~bcjr1; bcjr1
&~bcjv; bcjv
&~bcjxf; bcjxf
&~bck; bck
賄 bckb
&~bckha; bckha
&~bckjt; bckjt
&~bckkb; bckkb
&~bckki; bckki
&~bclbk; bclbk
&~bclbu; bclbu
&~bclfb; bclfb
賗 bcll
贃 bcllp
&~bcllv; bcllv
&~bclmc; bclmc
贐 bclmt
&~bcltd; bcltd
贌 bclto
&~bclwv; bclwv
&~bcmbb; bcmbb
贉 bcmbj
䞂 bcmbk
販 bcme
&~bcmg; bcmg
䞃 bcmge
䝽 bcmgg
䞃 bcmgk
&~bcmg1; bcmg1
罕 bcmj
&~bcmjk; bcmjk
&~bcmjr; bcmjr
&~bcmjx; bcmjx
&~bcmmf; bcmmf
貦 bcmmu
賑 bcmmv
&~bcmn; bcmn
&~bcmnr; bcmnr
賦 bcmpx
肹 bcms
膉 bcmt
&~bcmtb; bcmtb
甖 bcmun
&~bcmvi; bcmvi
䞅 bcmvr
&~bcmw; bcmw
贉 bcmwj
䒌 bcnau
&~bcnd; bcnd
&~bcnf; bcnf
䏲 bcnh
&~bcnmu; bcnmu
&~bcnsd; bcnsd
&~bcnyb; bcnyb
䝪 bcnyo
贍 bcnyr
&~bcnzb; bcnzb
賶 bcoar
&~bcof; bcof
䝩 bcohh
罌 bcoju
賖 bcomd
賒 bcomf
&~bcomr; bcomr
&~bconr; bconr
䝯 bcopd
&~bcor; bcor
&~bcorb; bcorb
&~bcoro; bcoro
䝫 bcos
䞀 bcosk
&~bcowa; bcowa
&~bcowy; bcowy
&~bcpa; bcpa
賯 bcpad
&~bcpbc; bcpbc
貤 bcpd
&~bcpi; bcpi
䝧 bcpim
&~bcpj; bcpj
䝧 bcpmm
䝭 bcpr
&~bcpru; bcpru
&~bcpsu; bcpsu
&~bcptc; bcptc
&~bcq; bcq
賭 bcqa
&~bcqal; bcqal
&~bcqhl; bcqhl
賭 bcqia
賰 bcqka
&~bcqke; bcqke
䝼 bcqmb
&~bcqme; bcqme
&~bcqmv; bcqmv
冏 bcr
&~bcrc; bcrc
&~bcrhg; bcrhg
貺 bcrhu
腳 bcrl
&~bcrln; bcrln
&~bcrme; bcrme
&~bcrmg; bcrmg
&~bcrr; bcrr
脱 bcru
脫 bcru1
&~bcrxr; bcrxr
&~bcr1; bcr1
䞁 bcsav
朌 bcsh
&~bcshh; bcshh
&~bcshi; bcshi
&~bcshr; bcshr
肦 bcsh1
&~bcsit; bcsit
䝻 bcsjr
&~bcsju; bcsju
&~bcsmt; bcsmt
賬 bcsmv
䝲 bcsoy
&~bcsp; bcsp
&~bcssg; bcssg
賿 bcssh
&~bctak; bctak
賟 bctbc
&~bctbo; bctbo
&~bctbs; bctbs
賹 bctct
&~bctcv; bctcv
購 bctgb
&~bctgi; bctgi
&~bctgk; bctgk
贜 bctis
䝸 bctje
&~bctlx; bctlx
&~bctm; bctm
&~bctml; bctml
&~bctov; bctov
賆 bctt
贎 bctwb
賺 bctxc
&~bctzv; bctzv
&~bcuku; bcuku
&~bculn; bculn
&~bcumb; bcumb
嬰 bcv
鸚 bcvhz
&~bcvmz; bcvmz
&~bcvnl; bcvnl
&~bcvno; bcvno
䨉 bcvog
&~bcvvd; bcvvd
&~bcv1; bcv1
&~bcw; bcw
&~bcwa; bcwa
&~bcwa1; bcwa1
&~bcwhd; bcwhd
&~bcwjr; bcwjr
&~bcwlc; bcwlc
&~bcwlg; bcwlg
&~bcwtj; bcwtj
&~bcwvf; bcwvf
&~bcxif; bcxif
&~bcy; bcy
&~bcyaj; bcyaj
&~bcybc; bcybc
&~bcybn; bcybn
贚 bcybp
賋 bcyck
&~bcyco; bcyco
䞋 bcycu
䝬 bcyg
貥 bcyhn
&~bcyhr; bcyhr
&~bcyhu; bcyhu
&~bcyia; bcyia
&~bcyib; bcyib
&~bcyj; bcyj
&~bcykr; bcykr
&~bcylc; bcylc
譻 bcymr
賥 bcyoj
䞊 bcypu
貼 bcyr
䝶 bcyrf
&~bcysd; bcysd
&~bcyta; bcyta
&~bcytg; bcytg
&~bcyto; bcyto
賠 bcytr
䝮 bcyvi
賅 bcyvo
&~bcyx; bcyx
&~bcyxc; bcyxc
㓁 bc1
&~bc2; bc2
采 bd
&~bdbuu; bdbuu
冧 bdd
&~bddf; bddf
&~bdd1; bdd1
䏢 bdhe
&~bdhej; bdhej
嗠 bdher
彩 bdhhh
㲗 bdhqu
肘 bdi
&~bdiln; bdiln
頱 bdimz
&~bdiog; bdiog
寽 bdi1
&~bdj; bdj
䏐 bdk
脨 bdl
&~bdmq; bdmq
&~bdmz; bdmz
䣋 bdnl
膝 bdoe
&~bdoo; bdoo
乳 bdu
&~bduhg; bduhg
&~bduhr; bduhr
&~bdumd; bdumd
腖 bdw
&~bd1; bd1
&~be; be
&~bebt; bebt
&~bebuu; bebuu
&~beed; beed
腏 beee
&~beee1; beee1
&~beg; beg
&~begi; begi
&~begj; begj
&~beg1; beg1
&~behv; behv
䳮 behz
&~bei; bei
&~beii; beii
&~benau; benau
膌 beob
&~beshr; beshr
&~beu; beu
&~bex; bex
辤 beyl
&~be1; be1
&~be2; be2
&~be3; be3
炙 bf
䏴 bfb
賸 bfbc
䐝 bfbc1
&~bfbf; bfbf
膛 bfbg
&~bfbr; bfbr
膡 bfbu
&~bfbw; bfbw
冞 bfd
&~bfdf; bfdf
膦 bfdq
&~bfdv; bfdv
榺 bfd1
脒 bfd2
&~bfd3; bfd3
滕 bfe
腅 bff
&~bffg; bffg
&~bffg1; bffg1
朥 bffs
&~bff1; bff1
塍 bfg
䏚 bfh
㸋 bfhfw
縣 bfhvf
&~bfim; bfim
爒 bfkcf
勝 bfks
幐 bflb
螣 bfli
&~bfmjf; bfmjf
&~bfmo; bfmo
胱 bfmu
&~bfmun; bfmun
鰧 bfnf
䲢 bfnm
懸 bfp
胖 bfq
&~bfrau; bfrau
&~bfro; bfro
騰 bfsf
腾 bfsm
腃 bfsu
&~bft; bft
乿 bfu
脳 bfuk
&~bfu1; bfu1
媵 bfv
縢 bfvf
黱 bfwf
謄 bfyr
&~bf1; bf1
肚 bg
䏥 bgb
&~bgbmz; bgbmz
&~bgbt; bgbt
&~bgbuu; bgbuu
爯 bgb1
&~bgce; bgce
&~bgcg; bgcg
胿 bgg
膮 bggu
&~bghml; bghml
氍 bghqu
胠 bgi
脚 bgil
&~bgis; bgis
䐦 bgit
戵 bgi1
&~bgli; bgli
&~bglk; bglk
&~bglxs; bglxs
&~bgni; bgni
&~bgnn; bgnn
&~bgog; bgog
䏯 bgp
㦟 bgp1
周 bgr
&~bgrg; bgrg
鵰 bgrhz
㓮 bgrln
郮 bgrnl
雕 bgrog
&~bgrok; bgrok
䐍 bgrt
&~bgrye; bgrye
&~bgr1; bgr1
&~bgs; bgs
臌 bgte
膨 bgth
&~bgwc; bgwc
&~bgyo; bgyo
&~bgyr; bgyr
&~bgz; bgz
&~bh; bh
胉 bha
腺 bhae
&~bhaj; bhaj
冟 bhap
&~bhau; bhau
&~bhbaa; bhbaa
䐿 bhbk
&~bhbn; bhbn
&~bhbt; bhbt
&~bhbu; bhbu
脓 bhbv
&~bhce; bhce
&~bhd; bhd
&~bhde; bhde
䐐 bhdf
脷 bhdn
&~bhdp; bhdp
腇 bhdv
&~bhd1; bhd1
&~bhe; bhe
&~bheb; bheb
䏺 bhej
&~bhem; bhem
胮 bheq
胳 bher
&~bhey; bhey
&~bhfnl; bhfnl
&~bhfp; bhfp
&~bhfp1; bhfp1
膰 bhfw
䏕 bhg
㬶 bhgr
&~bhgr1; bhgr1
㸒 bhg1
腁 bhh
膁 bhhc
肜 bhhh
脈 bhhv
&~bhhw; bhhw
胍 bhio
&~bhio1; bhio1
䏭 bhjd
腶 bhje
臐 bhjf
&~bhjf1; bhjf1
腫 bhjg
腄 bhjm
&~bhjp; bhjp
䏦 bhjr
腯 bhju
&~bhjx; bhjx
&~bhk; bhk
&~bhkb; bhkb
&~bhkm; bhkm
&~bhlb; bhlb
䑇 bhlc
&~bhlo; bhlo
&~bhlw; bhlw
肵 bhml
㭀 bhmo
肌 bhn
&~bhnd; bhnd
股 bhne
爲 bhnf
䏎 bhni
&~bhni1; bhni1
&~bhnmz; bhnmz
爳 bhnn
噕 bhnr
&~bhnye; bhnye
&~bhnz; bhnz
冗 bhn1
&~bhoe; bhoe
&~bhoi; bhoi
&~bhok; bhok
胻 bhon
䐫 bhoo
&~bhor; bhor
&~bhp; bhp
䐚 bhpl
&~bhql; bhql
胜 bhqm
胅 bhqo
㬶 bhqr
&~bhqr1; bhqr1
&~bhqu; bhqu
&~bhqu1; bhqu1
&~bhqu2; bhqu2
䏨 bhrr
&~bhs; bhs
䐔 bhsb
&~bhse; bhse
&~bhsk; bhsk
䐚 bhsl
䐄 bhsx
见 bhu
&~bhua; bhua
臢 bhuc
胝 bhui
&~bhuj; bhuj
䑄 bhul
胝 bhum
臜 bhuo
&~bhup; bhup
䑄 bhut
膬 bhuu
&~bhuz; bhuz
冗 bhu1
&~bhu2; bhu2
&~bhvif; bhvif
&~bhwi; bhwi
脾 bhwj
膍 bhwp
&~bhwp1; bhwp1
&~bhyr; bhyr
&~bhytv; bhytv
&~bhz; bhz
&~bi; bi
朖 biav
&~bib; bib
膊 bibi
朘 bice
脧 bice1
&~bicy; bicy
&~bidd; bidd
&~bidy; bidy
&~bif; bif
&~bife; bife
脏 big
臁 bihc
&~bihf; bihf
&~bihi; bihi
&~bihm; bihm
&~bihp; bihp
䏬 bihq
㲕 bihqu
&~bihs; bihs
&~bihvf; bihvf
䏼 bii
&~biip; biip
&~bii1; bii1
脯 bijb
&~bijc; bijc
脙 bije
&~biji; biji
&~bijj; bijj
肰 bik
胈 bike
&~bikf; bikf
&~bikf1; bikf1
䏵 bikh
&~bikk; bikk
胧 bikp
肬 biku
肞 bik1
&~bilb; bilb
膅 bilr
&~bime; bime
&~bimgi; bimgi
&~bims; bims
腑 bioi
膩 bipc
臕 bipf
腻 bipo
脦 bipp
&~biq; biq
胎 bir
&~birm; birm
&~birp; birp
&~bis; bis
䐔 bisb
脉 bise
&~bisk; bisk
臁 bitc
&~bitc1; bitc1
&~biu; biu
膔 bixp
&~biyd; biyd
虢 biypn
虢 biypu
&~biyr; biyr
&~bi1; bi1
&~bjav; bjav
肺 bjb
䐜 bjbc
&~bjbc1; bjbc1
&~bjbc2; bjbc2
脖 bjbd
&~bjbf; bjbf
腩 bjbl
䐈 bjbm
&~bjbuu; bjbuu
&~bjbv; bjbv
䐈 bjbv1
&~bjc; bjc
膣 bjcg
&~bjck; bjck
腔 bjcm
&~bjco; bjco
&~bjcr; bjcr
&~bjcu; bjcu
&~bjcz; bjcz
䏞 bjd
皸 bjdhe
肢 bje
臏 bjfc
&~bjhr; bjhr
&~bjhu; bjhu
&~bjim; bjim
&~bjir; bjir
&~bjjb; bjjb
鶤 bjjhz
顐 bjjmz
&~bjjn; bjjn
鄆 bjjnl
&~bjjno; bjjno
&~bjki; bjki
蠈 bjli
脻 bjlo
&~bjlu; bjlu
&~bjmc; bjmc
腙 bjmf
腟 bjmg
&~bjmm; bjmm
腚 bjmo
脘 bjmu
&~bjnoo; bjnoo
腕 bjnu
&~bjoa; bjoa
膑 bjoc
&~bjog; bjog
&~bjp; bjp
&~bjpi; bjpi
&~bjpn; bjpn
&~bjpu; bjpu
&~bjqr; bjqr
&~bjr; bjr
䐻 bjrl
&~bjrr; bjrr
&~bjrr1; bjrr1
膹 bjtc
臗 bjti
&~bjtu; bjtu
胺 bjv
&~bjvvu; bjvvu
膞 bjwi
軍 bjwj
&~bjyl; bjyl
冈 bk
&~bkb; bkb
&~bkbaa; bkbaa
䐭 bkbb
&~bkb1; bkb1
膫 bkcf
谿 bkcor
&~bkcu; bkcu
&~bkcv; bkcv
脎 bkd
胨 bkd1
&~bke; bke
然 bkf
䳿 bkfhz
脄 bkf1
&~bkf2; bkf2
&~bkg; bkg
&~bkhd; bkhd
&~bkhf; bkhf
&~bkhl; bkhl
䴗 bkhym
肱 bki
脎 bkic
䍞 bkirm
肽 bki1
&~bkj; bkj
&~bkjt; bkjt
网 bkk
脪 bkkb
&~bkkj; bkkj
&~bkld; bkld
蠈 bkli
刚 bkln
腌 bklu
腌 bklv
&~bkmb; bkmb
&~bkmf; bkmf
䍑 bkmj
䐀 bkmr
羀 bkmrw
&~bkmr1; bkmr1
胯 bkms
胰 bkn
&~bknau; bknau
肒 bkni
&~bkni1; bkni1
&~bknj; bknj
肒 bknk
䐒 bknn
肍 bkn1
&~bkn2; bkn2
脥 bkoo
&~bkowy; bkowy
军 bkq
&~bkqa; bkqa
郓 bkqnl
肋 bks
胁 bksc
&~bksc1; bksc1
䐛 bksj
脇 bkss
&~bkt; bkt
䐶 bkua
&~bkvfv; bkvfv
&~bkybg; bkybg
罓 bk1
肿 bl
&~blam; blam
胦 blbk
䏙 blbu
&~bldi; bldi
&~blgi; blgi
䐸 blgm
&~bli; bli
&~bll; bll
&~bllc; bllc
䏒 blll
&~blll1; blll1
胇 blln
䏒 blls
&~bll1; bll1
円 blm
膭 blmc
刖 bln
胏 blnh
朕 blo
㒳 bloo
&~blp; blp
&~blpc; blpc
&~blq; blq
腓 blsy
&~bltd; bltd
朓 bluo
脁 bluo1
胂 blwl
腗 blwl1
&~blwo; blwo
&~blwp; blwp
膢 blwv
䐹 blx
&~blyv; blyv
&~bl1; bl1
且 bm
&~bmam; bmam
&~bmam1; bmam1
&~bmb; bmb
&~bmbb; bmbb
腝 bmbk
胹 bmbl
&~bmbm; bmbm
&~bmbmm; bmbmm
脜 bmbu
&~bmbu1; bmbu1
&~bmc; bmc
&~bmcw; bmcw
䏏 bmd
&~bmdm; bmdm
䏸 bmdr
&~bme; bme
鶢 bmehz
&~bmem; bmem
&~bmemz; bmemz
&~bme1; bme1
肧 bmf
&~bmfb; bmfb
&~bmfe; bmfe
&~bmfe1; bmfe1
&~bmfhz; bmfhz
胓 bmfj
胚 bmfm
&~bmfn; bmfn
&~bmfn1; bmfn1
脴 bmfr
&~bmft; bmft
䏕 bmg
&~bmgb; bmgb
&~bmge; bmge
&~bmgi; bmgi
&~bmgi1; bmgi1
&~bmgk; bmgk
&~bmgn; bmgn
㸒 bmg1
&~bmhbs; bmhbs
&~bmhog; bmhog
鴡 bmhz
县 bmi
胵 bmig
悬 bmip
肝 bmj
肟 bmjs
&~bmjx; bmjx
&~bmk; bmk
爰 bmke
&~bmkm; bmkm
冢 bmko
䐁 bmko1
助 bmks
肟 bmks1
&~bmlb; bmlb
脼 bmlb1
&~bmlk; bmlk
&~bmll; bmll
刞 bmln
冄 bmm
&~bmma; bmma
具 bmmc
䏡 bmmf
&~bmmf1; bmmf1
&~bmml; bmml
&~bmmmz; bmmmz
&~bmmn; bmmn
&~bmmnl; bmmnl
冡 bmmo
肟 bmms
朊 bmmu
䏓 bmmu1
&~bmmu2; bmmu2
脤 bmmv
䪶 bmmz
冃 bmm1
&~bmm2; bmm2
&~bmn; bmn
䢸 bmnl
胢 bmnr
&~bmnu; bmnu
&~bmnxu; bmnxu
&~bmob; bmob
雎 bmog
同 bmr
膈 bmrb
&~bmrhz; bmrhz
&~bmrm; bmrm
&~bmrmz; bmrmz
&~bmrn; bmrn
&~bmrnl; bmrnl
脰 bmrt
&~bmrt1; bmrt1
腷 bmrw
冨 bmrw1
&~bmrz; bmrz
&~bmr1; bmr1
&~bms; bms
豚 bmso
&~bmso1; bmso1
㥯 bmsp
&~bmsu; bmsu
&~bmto; bmto
雘 bmtoe
&~bmto1; bmto1
&~bmu; bmu
䐶 bmua
冦 bmue
冠 bmui
㓂 bmuv
&~bmvg; bmvg
&~bmvi; bmvi
&~bmvi1; bmvi1
脛 bmvm
&~bmwd; bmwd
膘 bmwf
&~bmwg; bmwg
䐺 bmwj
腼 bmws
&~bmws1; bmws1
&~bmwu; bmwu
腰 bmwv
&~bmx; bmx
&~bmxm; bmxm
&~bmxp; bmxp
&~bmys; bmys
䐓 bmz
臑 bmzb
臛 bmzg
膤 bmzs
肛 bm1
&~bm2; bm2
&~bm3; bm3
肊 bn
冤 bnai
脃 bnau
脕 bnau1
&~bnbg; bnbg
&~bnbk; bnbk
&~bnbok; bnbok
&~bnbp; bnbp
&~bnbq; bnbq
&~bnbye; bnbye
孚 bnd
䳕 bndhz
㔜 bndks
&~bndmz; bndmz
郛 bndnl
&~bndog; bndog
&~bndu; bndu
&~bne; bne
&~bnef; bnef
脡 bneg
&~bnem; bnem
腱 bneq
&~bneu; bneu
脠 bnex
&~bnf; bnf
&~bnfd; bnfd
䏔 bng
&~bngf; bngf
&~bngg; bngg
&~bnhd; bnhd
䏜 bnhe
肠 bnhh
&~bnhhv; bnhhv
䐞 bnhh1
&~bnht; bnht
&~bnib; bnib
&~bnib1; bnib1
膙 bnii
䏧 bnin
&~bniw; bniw
䏖 bnl
蠫 bnlii
&~bnlo; bnlo
&~bnmk; bnmk
䐞 bnmm
脆 bnmu
䢆 bnmvi
肷 bno
&~bnoi; bnoi
&~bnok; bnok
胫 bnom
膯 bnot
&~bnp; bnp
膙 bnri
&~bnrm; bnrm
㬹 bnsd
&~bnwa; bnwa
䐳 bnwf
&~bnwg; bnwg
&~bnwu; bnwu
䐄 bnx
&~bnxu; bnxu
&~bnxv; bnxv
&~bnyo; bnyo
膽 bnyr
&~bnzb; bnzb
腬 bnzd
&~bnzo; bnzo
&~bn1; bn1
贝 bo
䞎 boaa
赗 boabu
腹 boae
膓 boah
赐 boaph
&~boar; boar
肭 bob
&~bobg; bobg
赒 bobgr
&~bobm; bobm
腧 bobn
朒 bobo
赑 boboo
䏑 bobo1
&~bobr; bobr
腀 bobt
腧 bobv
赠 bocwa
&~bocw1; bocw1
䏫 bod
财 bodh
胕 bodi
&~bof; bof
&~bofd; bofd
赕 boff
脸 bofm
&~bofnl; bofnl
脽 bog
&~boge; boge
膲 bogf
䐪 bogh
&~bogj; bogj
臇 bogs
&~bog1; bog1
贩 bohe
赂 boher
胗 bohh
贬 bohio
䞌 bohjr
&~bohvf; bohvf
赙 boibi
赃 boig
贼 boij
赇 boije
贱 boij1
贼 boik
&~boiks; boiks
䑎 boim
贻 boir
&~boixp; boixp
㬳 boj
贮 bojm
赎 bojnk
䍃 boju
&~boju1; boju1
贿 bokb
&~bokcf; bokcf
&~boki; boki
胮 bokq
&~bokr; bokr
䐰 bolb
&~bollp; bollp
则 boln
㒷 bomc
&~bomc1; bomc1
&~bomhx; bomhx
脍 bomi
祭 bommf
赈 bommv
䏗 bomn
赋 bompx
豋 bomrt
肐 bon
&~bond; bond
朎 boni
&~bono; bono
腍 bonp
&~bonr; bonr
赡 bonyr
&~bonzh; bonzh
肣 bon1
&~boo; boo
&~boob; boob
脞 boog
罂 booju
败 book
赊 boomf
&~boou; boou
&~bop; bop
胣 bopd
购 bopi
账 bopo
脌 boq
赌 boqa
䞐 boqka
䞍 boqmb
䏩 bor
&~borb; borb
贶 borhu
&~bormg; bormg
臉 boro
&~bort; bort
胙 bos
&~bosi; bosi
&~bosk; bosk
朎 bosl
&~bosmv; bosmv
赆 bosoy
&~botab; botab
&~botbc; botbc
膴 botf
赚 botxc
鷂 bouhz
&~bouno; bouno
&~bouog; bouog
婴 bov
&~bovvd; bovvd
&~bov1; bov1
膾 bowa
&~bowa1; bowa1
&~bowo; bowo
䞏 bowp
脢 bowy
&~boyb; boyb
詧 boymr
贴 boyr
赔 boytr
赅 boyvo
&~bo1; bo1
&~bo2; bo2
&~bo3; bo3
&~bp; bp
脂 bpa
&~bpam; bpam
&~bpa1; bpa1
䐜 bpbc
肔 bpd
&~bpf; bpf
&~bpfu; bpfu
䏟 bph
䐇 bpha
肳 bphh
&~bphp; bphp
脗 bphr
&~bpht; bpht
肑 bpi
䏛 bpim
&~bpko; bpko
&~bpkp; bpkp
肑 bpm
䏛 bpmm
胀 bpo
肶 bpp
&~bppa; bppa
䏶 bppg
&~bppp; bppp
朐 bpr
胞 bpru
胊 bpr1
&~bpshh; bpshh
&~bpshi; bpshi
胞 bpsu
朑 bpt
䐑 bptd
肫 bpu
胸 bpuk
䐢 bpuu
&~bpuz; bpuz
用 bq
䐗 bqa
&~bqal; bqal
皲 bqdhe
䑟 bqhag
䐼 bqhf
&~bqhk; bqhk
䏳 bqhl
&~bqhz; bqhz
䐗 bqia
肨 bqj
&~bqjl; bqjl
&~bqjp; bqjp
&~bqjr; bqjr
䐏 bqka
腠 bqkk
&~bqkl; bqkl
䏾 bqkq
腈 bqmb
&~bqmc; bqmc
膆 bqmf
&~bqmun; bqmun
脿 bqmv
䏝 bqni
肤 bqo
&~bqoa; bqoa
&~bqoc; bqoc
鶏 bqohz
&~bqoog; bqoog
&~bqp; bqp
&~bqpa; bqpa
周 bqr
鵰 bqrhz
㓮 bqrln
郮 bqrnl
雕 bqrog
&~bqrok; bqrok
甩 bqu
冋 br
&~brau; brau
䐣 brbc
胑 brc
&~brd; brd
&~brd1; brd1
&~bre; bre
&~bremz; bremz
&~bre1; bre1
&~bre2; bre2
&~brf; brf
&~brf1; brf1
&~brf2; brf2
&~brhbt; brhbt
脭 brhg
彫 brhhh
&~brhr; brhr
&~brhu; brhu
&~brhu1; brhu1
䌛 brhvf
&~brhv1; brhv1
